title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
Azure Purview,Azure Purview,,ITEM-00314,0.118,Month,0.088,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00315,41.722,Month,31.291,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00316,9.323,Month,6.992,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00317,37.315,Month,27.986,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00318,2.144,Month,1.608,Month,25%
Azure Functions,Azure Functions,,ITEM-00319,31.618,Month,23.713,Month,25%
Azure Purview,Azure Purview,,ITEM-00320,31.849,Month,23.887,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00321,28.005,Month,21.004,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00322,4.157,Month,3.118,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00323,45.968,Month,34.476,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00324,47.07,Month,35.303,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00325,7.816,Month,5.862,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00326,22.218,Month,16.663,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00327,10.111,Month,7.583,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00328,35.522,Month,26.642,Month,25%
Azure Purview,Azure Purview,,ITEM-00329,48.395,Month,36.296,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00330,33.571,Month,25.178,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00331,41.239,Month,30.929,Month,25%
Azure Batch,Azure Batch,,ITEM-00332,11.866,Month,8.899,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00333,14.228,Month,10.671,Month,25%
Azure Functions,Azure Functions,,ITEM-00334,12.471,Month,9.353,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00335,43.702,Month,32.776,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00336,24.823,Month,18.617,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00337,7.448,Month,5.586,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00338,3.976,Month,2.982,Month,25%
Azure Batch,Azure Batch,,ITEM-00339,13.103,Month,9.827,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00340,35.809,Month,26.857,Month,25%
Azure API Management,Azure API Management,,ITEM-00341,10.257,Month,7.693,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00342,5.395,Month,4.046,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00343,15.73,Month,11.797,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00344,34.648,Month,25.986,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00345,15.596,Month,11.697,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00346,31.132,Month,23.349,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00347,34.218,Month,25.664,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00348,39.224,Month,29.418,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00349,42.542,Month,31.907,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00350,4.884,Month,3.663,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00351,38.594,Month,28.946,Month,25%
Azure DNS,Azure DNS,,ITEM-00352,43.319,Month,32.489,Month,25%
Azure App Service,Azure App Service,,ITEM-00353,30.24,Month,22.68,Month,25%
Azure App Service,Azure App Service,,ITEM-00354,39.37,Month,29.527,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00355,18.259,Month,13.694,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00356,34.584,Month,25.938,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00357,5.7,Month,4.275,Month,25%
Azure Purview,Azure Purview,,ITEM-00358,41.58,Month,31.185,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00359,37.629,Month,28.222,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00360,43.905,Month,32.929,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00361,46.409,Month,34.807,Month,25%
Azure Functions,Azure Functions,,ITEM-00362,27.374,Month,20.53,Month,25%
Azure Functions,Azure Functions,,ITEM-00363,3.383,Month,2.537,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00364,3.045,Month,2.284,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00365,33.463,Month,25.097,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00366,14.671,Month,11.003,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00367,19.28,Month,14.46,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00368,46.643,Month,34.982,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00369,25.675,Month,19.256,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00370,37.461,Month,28.096,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00371,3.575,Month,2.681,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00372,49.661,Month,37.246,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00373,2.105,Month,1.579,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00374,1.688,Month,1.266,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00375,4.122,Month,3.091,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00376,9.94,Month,7.455,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00377,30.771,Month,23.078,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00378,20.981,Month,15.736,Month,25%
Azure DNS,Azure DNS,,ITEM-00379,33.245,Month,24.934,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00380,32.371,Month,24.278,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00381,39.53,Month,29.648,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00382,38.778,Month,29.084,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00383,34.169,Month,25.627,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00384,47.981,Month,35.986,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00385,16.302,Month,12.226,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00386,47.562,Month,35.671,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00387,4.408,Month,3.306,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00388,1.566,Month,1.175,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00389,23.938,Month,17.953,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00390,2.588,Month,1.941,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00391,20.007,Month,15.005,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00392,43.899,Month,32.924,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00393,21.205,Month,15.904,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00394,31.595,Month,23.696,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00395,8.187,Month,6.14,Month,25%
Azure Functions,Azure Functions,,ITEM-00396,2.865,Month,2.149,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00397,25.244,Month,18.933,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00398,13.193,Month,9.895,Month,25%
Azure Backup,Azure Backup,,ITEM-00399,2.562,Month,1.921,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00400,23.004,Month,17.253,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00401,18.069,Month,13.552,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00402,44.8,Month,33.6,Month,25%
Azure DNS,Azure DNS,,ITEM-00403,49.37,Month,37.027,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00404,2.808,Month,2.106,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00405,26.881,Month,20.161,Month,25%
Azure API Management,Azure API Management,,ITEM-00406,2.398,Month,1.799,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00407,5.458,Month,4.094,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00408,2.009,Month,1.507,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00409,14.654,Month,10.991,Month,25%
Azure Arc,Azure Arc,,ITEM-00410,17.634,Month,13.226,Month,25%
Azure Arc,Azure Arc,,ITEM-00411,4.281,Month,3.211,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00412,0.253,Month,0.19,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00413,38.885,Month,29.164,Month,25%
Azure Purview,Azure Purview,,ITEM-00414,49.363,Month,37.022,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00415,47.386,Month,35.54,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00416,32.78,Month,24.585,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00417,14.31,Month,10.732,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00418,38.887,Month,29.165,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00419,10.776,Month,8.082,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00420,40.811,Month,30.608,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00421,47.733,Month,35.8,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00422,46.099,Month,34.574,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00423,38.904,Month,29.178,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00424,6.351,Month,4.763,Month,25%
Azure DNS,Azure DNS,,ITEM-00425,43.464,Month,32.598,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00426,46.158,Month,34.618,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00427,5.856,Month,4.392,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00428,13.097,Month,9.823,Month,25%
Azure App Service,Azure App Service,,ITEM-00429,23.516,Month,17.637,Month,25%
Azure API Management,Azure API Management,,ITEM-00430,25.842,Month,19.381,Month,25%
Azure API Management,Azure API Management,,ITEM-00431,16.529,Month,12.397,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00432,46.097,Month,34.573,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00433,5.881,Month,4.411,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00434,22.02,Month,16.515,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00435,48.626,Month,36.469,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00436,11.403,Month,8.552,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00437,38.614,Month,28.96,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00438,45.034,Month,33.776,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00439,7.352,Month,5.514,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00440,6.535,Month,4.901,Month,25%
Azure Backup,Azure Backup,,ITEM-00441,40.923,Month,30.692,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00442,35.815,Month,26.861,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00443,46.266,Month,34.7,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00444,49.288,Month,36.966,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00445,10.984,Month,8.238,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00446,23.609,Month,17.707,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00447,46.483,Month,34.862,Month,25%
Azure Purview,Azure Purview,,ITEM-00448,33.478,Month,25.108,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00449,23.833,Month,17.875,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00450,14.492,Month,10.869,Month,25%
Azure Arc,Azure Arc,,ITEM-00451,43.058,Month,32.294,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00452,3.226,Month,2.42,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00453,26.193,Month,19.645,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00454,13.266,Month,9.95,Month,25%
Azure Functions,Azure Functions,,ITEM-00455,28.266,Month,21.2,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00456,9.085,Month,6.814,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00457,9.172,Month,6.879,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00458,33.112,Month,24.834,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00459,46.181,Month,34.636,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00460,6.543,Month,4.907,Month,25%
Azure Batch,Azure Batch,,ITEM-00461,8.6,Month,6.45,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00462,30.972,Month,23.229,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00463,36.611,Month,27.458,Month,25%
Azure DNS,Azure DNS,,ITEM-00464,5.333,Month,4.0,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00465,13.274,Month,9.955,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00466,49.81,Month,37.358,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00467,13.05,Month,9.788,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00468,1.087,Month,0.815,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00469,28.217,Month,21.163,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00470,43.269,Month,32.452,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00471,24.18,Month,18.135,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00472,24.475,Month,18.356,Month,25%
Azure Arc,Azure Arc,,ITEM-00473,15.851,Month,11.888,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00474,12.81,Month,9.607,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00475,21.283,Month,15.962,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00476,6.969,Month,5.227,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00477,42.494,Month,31.87,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00478,5.583,Month,4.187,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00479,40.128,Month,30.096,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00480,44.269,Month,33.202,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00481,44.811,Month,33.608,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00482,10.103,Month,7.577,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00483,49.363,Month,37.022,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00484,39.214,Month,29.41,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00485,22.944,Month,17.208,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00486,24.038,Month,18.029,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00487,41.075,Month,30.806,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00488,36.017,Month,27.013,Month,25%
Azure HDInsight,Azure HDInsight,,ITEM-00489,8.149,Month,6.112,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00490,9.998,Month,7.498,Month,25%
Azure Functions,Azure Functions,,ITEM-00491,20.572,Month,15.429,Month,25%
Azure Purview,Azure Purview,,ITEM-00492,8.643,Month,6.482,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00493,5.945,Month,4.459,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00494,5.54,Month,4.155,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00495,9.064,Month,6.798,Month,25%
Azure Backup,Azure Backup,,ITEM-00496,18.087,Month,13.565,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00497,43.187,Month,32.39,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00498,48.137,Month,36.103,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00499,25.498,Month,19.123,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00500,28.844,Month,21.633,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00501,16.689,Month,12.517,Month,25%
Azure API Management,Azure API Management,,ITEM-00502,15.589,Month,11.692,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00503,23.422,Month,17.567,Month,25%
Azure Functions,Azure Functions,,ITEM-00504,9.006,Month,6.755,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00505,35.324,Month,26.493,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00506,34.17,Month,25.628,Month,25%
Azure API Management,Azure API Management,,ITEM-00507,0.909,Month,0.682,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00508,14.282,Month,10.712,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00509,2.856,Month,2.142,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00510,16.399,Month,12.299,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00511,40.422,Month,30.316,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00512,20.633,Month,15.475,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00513,43.723,Month,32.792,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00514,2.208,Month,1.656,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00515,21.747,Month,16.31,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00516,19.615,Month,14.711,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00517,14.887,Month,11.165,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00518,10.1,Month,7.575,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00519,15.209,Month,11.407,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00520,34.862,Month,26.147,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00521,13.381,Month,10.036,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00522,39.614,Month,29.71,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00523,37.33,Month,27.997,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00524,21.7,Month,16.275,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00525,29.15,Month,21.862,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00526,8.024,Month,6.018,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00527,39.068,Month,29.301,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00528,0.463,Month,0.347,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00529,8.146,Month,6.11,Month,25%
Azure Backup,Azure Backup,,ITEM-00530,23.039,Month,17.279,Month,25%
Azure App Service,Azure App Service,,ITEM-00531,26.822,Month,20.116,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00532,44.761,Month,33.571,Month,25%
Azure Batch,Azure Batch,,ITEM-00533,32.913,Month,24.685,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00534,13.265,Month,9.949,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00535,9.946,Month,7.46,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00536,20.928,Month,15.696,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00537,17.058,Month,12.793,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00538,9.418,Month,7.063,Month,25%
Azure Batch,Azure Batch,,ITEM-00539,46.734,Month,35.05,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00540,11.015,Month,8.261,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00541,38.52,Month,28.89,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00542,30.452,Month,22.839,Month,25%
Azure Batch,Azure Batch,,ITEM-00543,6.822,Month,5.117,Month,25%
Azure Batch,Azure Batch,,ITEM-00544,9.765,Month,7.324,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00545,17.33,Month,12.997,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00546,27.085,Month,20.314,Month,25%
Azure Backup,Azure Backup,,ITEM-00547,8.871,Month,6.653,Month,25%
Azure Functions,Azure Functions,,ITEM-00548,2.376,Month,1.782,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00549,24.85,Month,18.638,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00550,18.037,Month,13.528,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00551,2.949,Month,2.212,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00552,11.194,Month,8.396,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00553,49.484,Month,37.113,Month,25%
Azure Arc,Azure Arc,,ITEM-00554,42.804,Month,32.103,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00555,28.094,Month,21.071,Month,25%
Azure Batch,Azure Batch,,ITEM-00556,6.182,Month,4.636,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00557,46.266,Month,34.7,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00558,17.175,Month,12.881,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00559,49.593,Month,37.195,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00560,15.181,Month,11.386,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00561,21.522,Month,16.142,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00562,39.028,Month,29.271,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00563,37.476,Month,28.107,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00564,1.372,Month,1.029,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00565,13.216,Month,9.912,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00566,4.804,Month,3.603,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00567,46.623,Month,34.967,Month,25%
Azure DNS,Azure DNS,,ITEM-00568,28.124,Month,21.093,Month,25%
Azure Batch,Azure Batch,,ITEM-00569,16.316,Month,12.237,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00570,40.114,Month,30.085,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00571,6.108,Month,4.581,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00572,18.357,Month,13.768,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00573,18.035,Month,13.526,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00574,1.091,Month,0.818,Month,25%
Azure Purview,Azure Purview,,ITEM-00575,30.662,Month,22.996,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00576,20.182,Month,15.136,Month,25%
Azure Functions,Azure Functions,,ITEM-00577,18.55,Month,13.913,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00578,4.172,Month,3.129,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00579,2.352,Month,1.764,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00580,9.201,Month,6.901,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00581,23.104,Month,17.328,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00582,0.37,Month,0.277,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00583,49.16,Month,36.87,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00584,37.376,Month,28.032,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00585,24.841,Month,18.631,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00586,39.03,Month,29.273,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00587,46.455,Month,34.841,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00588,7.361,Month,5.521,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00589,47.644,Month,35.733,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00590,17.647,Month,13.235,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00591,7.701,Month,5.776,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00592,33.214,Month,24.91,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00593,16.244,Month,12.183,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00594,7.675,Month,5.756,Month,25%
Azure DNS,Azure DNS,,ITEM-00595,14.924,Month,11.193,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00596,33.558,Month,25.169,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00597,11.065,Month,8.299,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00598,23.717,Month,17.788,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00599,36.556,Month,27.417,Month,25%
Azure Functions,Azure Functions,,ITEM-00600,1.904,Month,1.428,Month,25%
Azure HDInsight,Azure HDInsight,,ITEM-00601,12.657,Month,9.493,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00602,16.263,Month,12.197,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00603,32.039,Month,24.029,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00604,33.302,Month,24.977,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00605,5.393,Month,4.045,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00606,8.926,Month,6.694,Month,25%
Azure Backup,Azure Backup,,ITEM-00607,12.594,Month,9.445,Month,25%
Azure App Service,Azure App Service,,ITEM-00608,13.866,Month,10.399,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00609,16.822,Month,12.616,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00610,6.375,Month,4.781,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00611,28.305,Month,21.229,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00612,44.642,Month,33.482,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00613,26.354,Month,19.765,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00614,37.698,Month,28.273,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00615,49.187,Month,36.89,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00616,48.443,Month,36.332,Month,25%
Azure Purview,Azure Purview,,ITEM-00617,22.91,Month,17.183,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00618,4.918,Month,3.689,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00619,26.02,Month,19.515,Month,25%
Azure HDInsight,Azure HDInsight,,ITEM-00620,10.774,Month,8.08,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00621,24.732,Month,18.549,Month,25%
Azure App Service,Azure App Service,,ITEM-00622,33.837,Month,25.378,Month,25%
Azure Arc,Azure Arc,,ITEM-00623,15.23,Month,11.422,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00624,16.863,Month,12.647,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00625,16.556,Month,12.417,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00626,11.483,Month,8.612,Month,25%
