ExceptionuniqueID,csoshortname,impactlevel,ExceptionStatus,ExceptionPwsRequirement,ExceptionBasisForRequest,ExceptionSecurity
EX-DF839D99,Vertex AI,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0AE6096F,Workflows,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-E318E262,Cloud Storage,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-17A3201A,Vertex AI,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-1C79CF46,Google Kubernetes Engine (GKE),IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BCD3F814,Dataflow,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-45DEA34C,Cloud Identity,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6A2E0A11,VPC Network,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-12DD8A65,Error Reporting,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-27212274,Cloud Pub/Sub,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-3F81A9FB,Cloud Healthcare API,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4609CC85,Cloud Monitoring,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-75A0B0B6,Cloud Storage,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-A8E2E3C1,Cloud Bigtable,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F595841B,Cloud Load Balancing,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3F28CD96,Apigee,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A7763FB0,Cloud Tasks,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-DE58B69F,Cloud Run,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8C2EA391,Cloud Spanner,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7D9A4F25,Google Kubernetes Engine (GKE),IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-31AE082C,Cloud IAM,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B994BFAB,Cloud Source Repositories,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8EF4F6AE,Cloud Tasks,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0B87A5A4,Google Kubernetes Engine (GKE),IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-63FDF667,Cloud DNS,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-3130D170,Cloud KMS,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-672D7E0C,Cloud SQL,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-CF61B30C,Google Kubernetes Engine (GKE),IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-97CB5A3C,Cloud Deployment Manager,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B8879213,Cloud Monitoring,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-A6F708CB,Cloud Tasks,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-CEB22913,Cloud Armor,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-C4ABEFE3,Cloud SQL,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-AEB1BCB2,Cloud Source Repositories,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-B3BA4A36,App Engine,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0E9390EF,Secret Manager,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FDC518C2,Error Reporting,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D2526877,Apigee,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-24D1938A,Cloud Tasks,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E05168F1,Cloud Profiler,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-005F64AB,Cloud Run,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6F2DDAE1,Cloud IAM,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-77D29646,Google Kubernetes Engine (GKE),IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EDCC60B4,Cloud Deployment Manager,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4B0B280F,Workflows,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-166872B3,Google Kubernetes Engine (GKE),IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-03400C23,Dataproc,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2D1D7D6A,Cloud Monitoring,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-28F25A0B,Dataproc,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-20A2E286,VPC Network,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-416577AE,Cloud CDN,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6F7095B8,Apigee,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-5000C420,Cloud Healthcare API,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-FF26CAF1,Cloud Healthcare API,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-3D74AD49,Secret Manager,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4FF91066,Error Reporting,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7030EC07,Cloud Run,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-AC14EBE1,Google Kubernetes Engine (GKE),IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-985F66A0,Cloud Run,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-6653005A,Cloud Interconnect,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-0F442B8D,Cloud Functions,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-08583CC6,Cloud Profiler,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8E0399BF,Cloud CDN,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-C4E0A8DA,Workflows,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2DC7EB9D,Secret Manager,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-BE73719C,Vertex AI,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6FF34A48,Artifact Registry,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4936FA7D,Cloud Identity,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-5B23C5C6,Dataflow,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-83919719,App Engine,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-93A4C17B,Cloud Build,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-1B047679,Cloud Interconnect,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8E37EC85,Dataproc,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-97C97BF9,Cloud Build,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6D769A7E,Cloud Logging,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9FB83F93,Firestore,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-1481602F,VPC Network,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4343CB8C,Cloud Source Repositories,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0CFD0C01,App Engine,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C02A77CE,Cloud Build,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FE075087,Cloud Trace,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6D8450ED,Cloud KMS,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-DAAF831F,Cloud IAM,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-054D0284,Cloud SQL,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-351149AE,Cloud CDN,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-4DA4EB87,Dataflow,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-299E6F79,Cloud Load Balancing,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-798E7E7B,Google Kubernetes Engine (GKE),IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-36F2F2A1,Cloud Deployment Manager,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EFF7B6AD,Cloud Bigtable,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-ECBB84E3,Cloud Functions,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-78CC3189,Apigee,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F2849087,Cloud IAM,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-DE6364C9,Google Kubernetes Engine (GKE),IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2D4B8CA3,Memorystore,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7DB7E9FD,Dataproc,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8631538F,Cloud SQL,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-23886799,Cloud Storage,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2176ABDE,Cloud Functions,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-86B3A507,Cloud Scheduler,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8CDF838E,Secret Manager,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-4799DC73,Apigee,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-E38EA299,Cloud CDN,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-606FD546,Cloud Profiler,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-300A4271,Cloud Source Repositories,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DDA0AE84,Cloud Tasks,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3B6E4418,Cloud Identity,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2C0D40F1,Artifact Registry,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3A5C6DD6,Dataflow,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-AC6B03C9,Cloud Load Balancing,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6609B10F,Cloud Profiler,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8DF11BC7,Cloud KMS,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-23594946,Secret Manager,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-77A4291D,Dataproc,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9D465594,Cloud Trace,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-36A4796C,Artifact Registry,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7B6F98ED,Cloud Build,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E2C3B844,Vertex AI,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-41054BD2,Google Kubernetes Engine (GKE),IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-7F6F8275,Cloud Storage,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-589AFD39,Cloud Armor,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-361C8E8F,Cloud Healthcare API,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-7C2ED403,Cloud Logging,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1F2E8722,Cloud SQL,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8D2B0F72,Secret Manager,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-080EF0B3,Cloud Scheduler,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-AE918AB9,Cloud Spanner,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-D6F0A1C8,Cloud Load Balancing,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5F9B07AB,Cloud Healthcare API,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-B21CAF5E,Secret Manager,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D8235E43,Cloud Scheduler,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-25DFD2F7,Cloud Source Repositories,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9A2249DA,Cloud Bigtable,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-A6D30E85,Cloud CDN,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CCDA1961,Cloud Profiler,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2373082F,Cloud Deployment Manager,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6607B66C,Cloud Interconnect,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DCD6AB3A,Cloud DNS,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CE36A846,Cloud IAM,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6274C993,Compute Engine,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-ECD97DB9,Artifact Registry,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1166F18E,Cloud CDN,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-EF0949D9,Dataproc,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-E92FD489,Cloud Run,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-7CD48309,Cloud Bigtable,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-ED6B41CA,Cloud Deployment Manager,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EB6ABC5B,Cloud CDN,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1C82B19E,Google Kubernetes Engine (GKE),IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1CE7340F,Cloud CDN,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-E04BC0FF,Workflows,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-B9B0682B,Memorystore,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-90E26AD5,Cloud Load Balancing,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-922583C0,BigQuery,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-756EF2C7,Error Reporting,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-AB9D259E,Apigee,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-2AB4E7AE,Vertex AI,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-832D5677,Cloud Profiler,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-95ACDF06,Cloud Spanner,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A2421FDA,Secret Manager,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-863C73E3,Cloud Interconnect,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-239ECF11,Cloud SQL,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6BD35E2B,Memorystore,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4B11C390,Cloud Run,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-31BCAF67,Cloud Scheduler,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-969B46E3,Memorystore,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7AD6D0B0,Cloud Scheduler,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4478C761,Cloud Logging,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7F7A3E90,Cloud Interconnect,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-54D375F0,Cloud Spanner,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-7B75A7A5,Cloud Trace,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-39402947,Dataproc,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5133A56A,Cloud Interconnect,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-3A480CD2,BigQuery,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-2DB3182B,Cloud Logging,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6085C200,Cloud Healthcare API,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-56A2F3BE,Cloud Tasks,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0CFF0B62,Cloud Storage,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-825F8D94,App Engine,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3CA93E26,Compute Engine,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-98BEC7A6,Firestore,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B8B5E325,App Engine,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5B7806EC,Cloud Scheduler,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5BB45C6A,Cloud Scheduler,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-0CDE63F3,Cloud Bigtable,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-6553DD83,Cloud Trace,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1264C199,Cloud Identity,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-42CD688D,Cloud Scheduler,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5B1297AC,BigQuery,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-568949F7,Cloud Tasks,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-9A6E50F8,Cloud Pub/Sub,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1DC73E69,Cloud Profiler,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-6331633A,Workflows,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E53A10A0,Cloud Trace,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-CF972355,Cloud Source Repositories,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F206DBF8,Dataflow,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-AE3BB728,Cloud Storage,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-77EF8B35,Cloud KMS,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0626393F,Dataflow,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-CCD86A47,Cloud Deployment Manager,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-AE06FEB6,Cloud IAM,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F572A1F5,VPC Network,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0BC1E6D6,Cloud Build,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-67BE4D07,Cloud Run,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-582CCD58,Error Reporting,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C44AEBB4,App Engine,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4E71D455,App Engine,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-28DE0A47,Cloud Build,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8C752C9E,Cloud Functions,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FC79BC3D,Cloud Source Repositories,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0F6F13F5,Cloud Run,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-4A65A7E2,Cloud Load Balancing,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-B6601DD7,Workflows,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3A49AD37,Cloud Monitoring,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A2972F26,Compute Engine,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D22BB718,Cloud Tasks,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-139E0616,Cloud Scheduler,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-A2276473,Dataproc,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-592A16BF,Compute Engine,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-71BAA373,Cloud Armor,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F660573F,Cloud Build,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-035D50A4,Workflows,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C2E327AD,Cloud Profiler,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-5D9384F6,Cloud Storage,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C352D508,Cloud CDN,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-A3D0425F,Error Reporting,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6C24CA58,Cloud DNS,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-E8DBFCE8,Cloud Deployment Manager,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1F8F299F,Cloud Functions,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5E3FEBC5,Firestore,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-EBC78334,Cloud Load Balancing,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-CE901646,Cloud Identity,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EF16A772,Cloud Spanner,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0A3FB07C,Cloud Healthcare API,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7A5D77EC,Cloud Identity,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-587E6359,BigQuery,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FAEF0708,Secret Manager,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B2BDEE41,Cloud Identity,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A3DF62FA,BigQuery,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6A9BBEC0,Cloud Storage,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-65D6E785,Cloud SQL,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-A830EEBE,Cloud KMS,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-CD594313,Memorystore,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3F2D5408,Artifact Registry,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-17C39FD3,Cloud IAM,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-EACA7093,Memorystore,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-7C70C602,Vertex AI,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3C74FB0A,Cloud Monitoring,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-46B63DF9,Cloud Deployment Manager,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6A129793,Cloud KMS,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-872FC422,Cloud Functions,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-186B13FF,BigQuery,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-28E69EDA,Cloud Run,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-FB2A8212,Cloud Armor,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7F21D317,Artifact Registry,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-89E0B815,Cloud Load Balancing,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-B66974AC,Cloud Healthcare API,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-D250C7E1,Cloud Bigtable,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-6D150520,Cloud Build,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F71E5B66,Memorystore,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1C9A4A0C,Cloud Bigtable,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FA356426,Cloud Spanner,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9E56F549,Cloud Functions,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FC20AE8C,Cloud Functions,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-943389AD,Cloud SQL,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-6D73AAAD,Cloud Spanner,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-294ECA0A,App Engine,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6BC6D501,Cloud Logging,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-4B7FAF7C,Cloud DNS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-7A98A855,Cloud Functions,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BD01D4F0,App Engine,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-520B9183,Memorystore,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F5B2E215,Cloud Build,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-EA8C1C7C,Workflows,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E596394C,Vertex AI,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0AD61AD0,VPC Network,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3511C155,Workflows,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-48EFC3B2,Cloud Identity,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-A0B09313,Cloud CDN,IL4,Approved,Section 5.3.1,Regulatory compliance,High
