ExceptionuniqueID,csoshortname,impactlevel,ExceptionStatus,ExceptionPwsRequirement,ExceptionBasisForRequest,ExceptionSecurity
EX-65B53A23,AWS Amplify,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-551D98F8,AWS Step Functions,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-F67FC5AB,Amazon EKS,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D93D083C,Amazon Kinesis,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CA17ACC1,AWS Lambda,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2836C76F,Amazon Aurora,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-A7D71549,Amazon Athena,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-DEC6A100,Amazon WorkSpaces,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-CF0CE0E4,Amazon WorkSpaces,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E14CFEBC,AWS Elastic Beanstalk,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-49A8ACC5,AWS Batch,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-052A8E36,AWS Lambda,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6CAE33D8,Amazon Aurora,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-94E5EEB1,AWS Glue DataBrew,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-761AF543,Amazon WorkSpaces,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-48C9F716,Amazon Athena,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F3DB2C7E,Amazon Neptune,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-23C91EA5,Amazon WorkSpaces,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FEF6F158,Amazon Route 53,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-BE490078,Amazon SNS,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A7A815BC,AWS KMS,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-402D61A2,AWS Lambda,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F288AA9C,Amazon S3,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-942329C7,Amazon DocumentDB,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-548FC91F,Amazon SNS,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-530BA0A3,Amazon SQS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-7EFF9672,Amazon S3,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-91CE88B9,Amazon Lightsail,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-30AF22A9,Amazon Athena,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6BBBCFC9,AWS Glue,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-DEE992CA,Amazon Kinesis,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1AD77E4D,Amazon Kinesis,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-98CF2BB8,Amazon CloudWatch,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8B39EF26,AWS Glue,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4FBFE53A,AWS Direct Connect,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-BEDC3D9C,AWS Elastic Beanstalk,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-CD57CB92,Amazon Aurora,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6F70F1CB,AWS Amplify,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6EE12690,Amazon SageMaker,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4CA80AF8,Amazon Aurora,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-81D368B5,Amazon Aurora,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C8FB1A14,Amazon SQS,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-87DD00D6,Amazon SQS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C35E0F4D,AWS IAM,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2E8FF722,AWS IAM,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-F3D8837E,AWS IAM,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0132528B,AWS Step Functions,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-344751DC,Amazon Athena,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8F6FCCA8,AWS Lake Formation,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-B69B7D99,AWS Direct Connect,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-305158F9,AWS Fargate,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-2C32685B,AWS Elastic Beanstalk,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-721A1EF7,Amazon QuickSight,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-D4B5135B,AWS Lake Formation,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A7F7AC50,AWS Direct Connect,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F6AE55B7,AWS Fargate,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7B8AF26A,AWS Direct Connect,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C58D91C0,AWS Direct Connect,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-9A4E1B70,Amazon SNS,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-162D9273,AWS IAM,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-FE502552,Amazon Elasticache,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D5B5C529,Amazon S3,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-05EBE8C7,Amazon Route 53,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-12BE1E9E,Amazon ECS,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1CDC879D,Amazon VPC,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-47EDE13C,Amazon SQS,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-72E149BD,Amazon DynamoDB,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B0409D66,Amazon DynamoDB,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-F4031E03,Amazon EC2,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-78A74FE8,AWS Glue,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7B129D92,AWS Amplify,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-92F3457D,Amazon SQS,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-44773CB3,Amazon EC2,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1EFB6AAB,Amazon VPC,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-055373C9,Amazon SNS,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F553F5CA,AWS Step Functions,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-F76D4229,Amazon CloudFront,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9FB139FE,Amazon SQS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5698A830,AWS Glue DataBrew,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E94E7EED,AWS Direct Connect,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-D7FBA852,Amazon S3,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A9680A97,Amazon Athena,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-01C9B636,Amazon Redshift,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3324FD0E,AWS Glue DataBrew,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-9A3BA993,AWS Fargate,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E0D64E2B,Amazon Athena,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-0D873ECC,Amazon DocumentDB,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E910B59C,AWS Elastic Beanstalk,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-68493C23,Amazon DynamoDB,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-AB8D4B68,AWS WAF,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-577B5593,AWS AppSync,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1E5E2A35,Amazon Aurora,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5665D278,AWS Glue DataBrew,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E7965796,Amazon VPC,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-A53A7541,Amazon CloudFront,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-541E6285,AWS Fargate,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-FCEF49CC,Amazon Athena,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F534A55E,AWS Amplify,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C8ED8CDE,Amazon ECS,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-439A33D6,Amazon Route 53,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B893DB39,Amazon Aurora,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-40D8517D,Amazon API Gateway,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-62879D0B,Amazon EKS,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-CE82EF48,Amazon DynamoDB,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-C1FA2263,Amazon Route 53,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-CFCD1D5A,Amazon Lightsail,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6BAA4B85,Amazon VPC,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FAF36CD0,AWS Fargate,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-AF1BE344,Amazon MQ,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7AD8B752,AWS Lambda,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-0C3F9427,Amazon EC2,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-27474511,Amazon EC2,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EA1B83F1,Amazon SQS,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-CE138857,AWS Direct Connect,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-04E9ED46,Amazon EC2,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-5A1C1FFD,Amazon DocumentDB,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2C0CB9E5,Amazon Lightsail,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-76692681,Amazon Athena,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-C3BF9079,Amazon CloudWatch,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C8A2413A,Amazon S3,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4F871590,Amazon MQ,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-B81D0E48,Amazon SNS,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9D8EA8DC,Amazon Lightsail,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-C71EBB00,Amazon S3,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-AFA0836A,Amazon Aurora,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4B75F090,AWS Elastic Beanstalk,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E13B0715,AWS Step Functions,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6557AFD2,AWS Direct Connect,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6B20C4B2,Amazon VPC,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7548D70D,Amazon Redshift,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4053888F,Amazon Aurora,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1FCB34DA,AWS Elastic Beanstalk,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-9B8E059D,Amazon DynamoDB,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-FB3E975B,Amazon SQS,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2A097AE0,AWS Elastic Beanstalk,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F59F8CE5,AWS Lake Formation,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-E320757A,Amazon Neptune,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-048503DE,AWS Amplify,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-120F99B3,Amazon VPC,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-54C9B643,Amazon Redshift,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-53C4E301,Amazon WorkSpaces,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-839F46B8,AWS Glue,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6DB2377D,Amazon SQS,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E6AF9423,AWS WAF,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8E068796,Amazon Aurora,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-94E87923,Amazon S3,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0E58ED6C,AWS Amplify,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-84A63D9D,AWS AppSync,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2FBEAE38,AWS IAM,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8A491402,Amazon QuickSight,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F9BCB483,Amazon ECS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-880A3FDA,Amazon Route 53,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DF0EBED8,Amazon Redshift,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-BF3FC532,AWS Elastic Beanstalk,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-D5EE7451,AWS Step Functions,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-76066527,AWS Glue DataBrew,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-50F5668D,Amazon SNS,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F11E3E41,AWS AppSync,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DBF79A6D,AWS Fargate,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8CDD565E,AWS Lambda,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-89AA4E03,AWS Step Functions,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8B164129,Amazon Redshift,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-E58CDED8,Amazon Redshift,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3E7C9620,Amazon Redshift,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CC432DD0,Amazon Athena,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-415453BA,AWS Elastic Beanstalk,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-96209E4F,Amazon Route 53,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-BEEB529D,Amazon Kinesis,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0006A802,Amazon Elasticache,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-5A0D3C82,Amazon API Gateway,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-ED6EDBA9,AWS Amplify,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-C376F5FB,Amazon SageMaker,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-686750A5,Amazon DocumentDB,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-857BB25E,AWS Amplify,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-29C9A8F3,Amazon Athena,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-72AD760C,AWS IAM,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-84AE5F1A,AWS Lake Formation,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-62CD7DCE,AWS Direct Connect,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-AEA10E14,AWS IAM,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-19BE6A41,Amazon MQ,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-84F00FFF,AWS Glue DataBrew,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F4373A44,AWS Lambda,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-931D9844,AWS Direct Connect,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-72333CC8,Amazon RDS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-586056A5,AWS IAM,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-DB757FA7,Amazon Elasticache,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-06442AA7,Amazon DocumentDB,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-32F2D8A3,AWS Direct Connect,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-0775AB61,AWS Lake Formation,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-FDAB960F,Amazon API Gateway,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EDDBDE40,Amazon CloudFront,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BD5BF70D,Amazon SNS,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-ACD459F9,Amazon Athena,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DACFC653,Amazon SQS,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D7987989,Amazon Kinesis,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9AE6F372,Amazon SQS,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-45C7EA2B,Amazon DynamoDB,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-D0EA17D3,Amazon AppStream 2.0,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-9CA3313D,Amazon RDS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-50B807A5,Amazon DocumentDB,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F3FC4579,Amazon CloudWatch,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D461382B,Amazon S3,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F6327F7B,Amazon Athena,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-90925949,Amazon Elasticache,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-770A52E5,Amazon Aurora,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D62A3A50,Amazon EKS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-44B0C9F5,AWS Step Functions,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B86582E9,Amazon Redshift,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-89F4CD9C,Amazon Neptune,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-F5DFFF01,AWS Fargate,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0BC87EE2,Amazon SQS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E8E148C3,Amazon CloudFront,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-D0BF45CE,AWS Lambda,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DBA82919,AWS KMS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A2103A8B,AWS Lake Formation,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5D832924,Amazon Kinesis,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-AD3E6660,Amazon ECS,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-42CCC804,AWS IAM,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-83B90816,Amazon EC2,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B3C9E833,Amazon API Gateway,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-541F10A9,Amazon DocumentDB,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9A17F0D5,Amazon Route 53,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-13E3B98D,AWS AppSync,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-43147B52,AWS Step Functions,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DAD50140,Amazon CloudFront,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4FEC6268,Amazon DynamoDB,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-9BFEA7C1,AWS Lambda,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-96B9BF9C,AWS Glue DataBrew,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7DD3CB5C,Amazon Redshift,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-1E65126B,Amazon Neptune,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-010DCB8B,AWS IAM,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-B166E209,Amazon EKS,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F14DD6BB,Amazon S3,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-B2DC6825,Amazon DocumentDB,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-7E38914C,Amazon SageMaker,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0A1A9B88,Amazon QuickSight,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D382CD79,AWS Direct Connect,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-C8F6E4AD,Amazon SQS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6369F5C6,AWS IAM,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3F62FE49,Amazon CloudWatch,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-18D6DA64,Amazon DynamoDB,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-352F67A6,Amazon Route 53,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D7F08AC9,Amazon DynamoDB,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-F4165CB1,AWS KMS,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-064EA520,AWS Amplify,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9206AA21,Amazon CloudFront,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-8A04CD7C,Amazon API Gateway,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-A70FC41A,AWS IAM,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-222BAD37,Amazon Redshift,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E36DF118,AWS Amplify,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-97A53AB6,AWS Batch,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-140B4A3D,Amazon Athena,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BCFD231C,AWS Lake Formation,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-817B5DE4,AWS IAM,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-83751877,Amazon SageMaker,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-92AC3A52,Amazon Route 53,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-13567B59,Amazon S3,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EB5AAB27,AWS WAF,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A8540BCA,Amazon CloudFront,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DDDE57A3,AWS Lambda,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0CB07585,Amazon API Gateway,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-D4F13581,AWS Glue,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8A3AE5AA,Amazon SageMaker,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F33AD0C3,Amazon S3,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-44E37845,AWS Lake Formation,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DC724C86,AWS Lake Formation,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-8F7FD719,AWS Fargate,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-14E83B70,AWS Glue DataBrew,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4DAB72AB,AWS Lambda,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1FC1B7C2,Amazon Route 53,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-3AB836A8,AWS Glue DataBrew,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0DCE2B60,AWS Glue DataBrew,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8027D4CF,Amazon VPC,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
