ExceptionuniqueID,csoshortname,impactlevel,ExceptionStatus,ExceptionPwsRequirement,ExceptionBasisForRequest,ExceptionSecurity
EX-1ACE56AF,Azure Event Hubs,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-A1BA7BCA,Azure Backup,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1F12A6BC,Azure DNS,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7F94AE0E,Azure Virtual Machines,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-C1FAA253,Azure ExpressRoute,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-A7E66274,Azure Logic Apps,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-444BFFF7,Azure Cache for Redis,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E411A960,Azure Front Door,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BDD26CFB,Azure Traffic Manager,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6646010D,Azure Analysis Services,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-E7137582,Azure Batch,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-EC1F30EC,Azure Purview,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-E885891C,Azure Virtual Network,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F7F44E16,Azure SignalR Service,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-F10152D3,Azure Spring Apps,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B25F0BDD,Azure Site Recovery,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F44ED43E,Azure Virtual Machines,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-02662BC6,Azure Monitor,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-B1CB5CA8,Azure Batch,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DA30DDE9,Azure Blob Storage,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-54D2DA61,Azure SQL Database,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-E13A6D7B,Azure Key Vault,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-96E7C751,Azure Virtual Network,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-062FD334,Azure Data Factory,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-021BC6D9,Azure Databricks,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0388319B,Azure Monitor,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-D9B7A68C,Azure Arc,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DA6A9FAE,Azure Bastion,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FAD4E9EC,Azure Stream Analytics,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-A143B46B,Azure Bastion,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-27B788D8,Azure HDInsight,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BD67BEE9,Azure Machine Learning,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-C2E0EF83,Azure Service Bus,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-39FEDADB,Azure Backup,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-247B5EDD,Azure Backup,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-FC6FAAC9,Azure SignalR Service,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-47B2BC3E,Azure Event Hubs,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FF1D74BD,Azure Kubernetes Service (AKS),IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2F8E6B8A,Azure Machine Learning,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-56F017C3,Azure Batch,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1CEEF247,Azure Firewall,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-66FB309C,Azure Virtual Network,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7BC8553F,Azure Cache for Redis,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F342E3F1,Azure Backup,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-406708E6,Azure Functions,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1D7BB2FD,Azure SignalR Service,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0427748A,Azure App Service,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BB926D7F,Azure Arc,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C064729C,Azure Firewall,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-95D9DDCD,Azure Cache for Redis,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E0F05BFB,Azure Backup,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0E7CA1CC,Azure Functions,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-BA62BF1B,Azure Advisor,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-AFEAF7B8,Azure Site Recovery,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-31495E71,Azure Virtual Network,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-45A891BC,Azure Active Directory,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-596C7027,Azure Key Vault,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F24F7BF5,Azure Machine Learning,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-A5F1E60F,Azure Logic Apps,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9F14C85C,Azure Virtual Network,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-76F629FC,Azure Site Recovery,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-6379FA55,Azure Traffic Manager,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CACFC2B8,Azure Batch,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D762AD66,Azure Spring Apps,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C35BD89A,Azure SignalR Service,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-49B2B9F0,Azure Advisor,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-FEBAB161,Azure ExpressRoute,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9AF4FAF6,Azure SQL Database,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5A2B03E5,Azure DNS,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-EAEC9CC5,Azure API Management,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-DAD9A27E,Azure Container Instances,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-12716F91,Azure Machine Learning,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-D2E51A29,Azure Spring Apps,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-502DC2E5,Azure Analysis Services,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-C374EE97,Azure Cosmos DB,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6773A472,Azure Analysis Services,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-E31938DC,Azure Event Hubs,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-891058DB,Azure Front Door,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-62963318,Azure ExpressRoute,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-4AD60441,Azure Event Hubs,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-51E44B03,Azure Bastion,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-BA53DD9E,Azure Event Hubs,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E998C342,Azure Active Directory,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9311EF21,Azure Virtual Machines,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-05D0703E,Azure Traffic Manager,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A849421F,Azure Cosmos DB,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-485C4343,Azure SQL Database,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2C9CB1F3,Azure Blob Storage,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-DB2D6244,Azure Backup,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-DC0446C0,Azure SQL Database,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-E9BC83C3,Azure Data Factory,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7150269C,Azure App Service,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-14037ACF,Azure Machine Learning,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-248506AD,Azure Kubernetes Service (AKS),IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BAF62A8D,Azure ExpressRoute,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-22C38DC5,Azure Cache for Redis,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EA2A2741,Azure Virtual Machines,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-7ACF19E2,Azure Batch,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-9856BDA9,Azure Firewall,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DAEE9684,Azure SQL Database,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F6C372F9,Azure SQL Database,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-1D547660,Azure Virtual Machines,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-87947A0B,Azure Cache for Redis,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FB00A76C,Azure Key Vault,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-ECC072BC,Azure SQL Database,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C14E024E,Azure Synapse Analytics,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D4FE9503,Azure Cosmos DB,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-EAEF0C29,Azure ExpressRoute,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-997AAF26,Azure Front Door,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-325C4600,Azure Backup,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-0DA3430A,Azure Stream Analytics,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4A52A2C3,Azure App Service,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-C61885AF,Azure Key Vault,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0A187C32,Azure DNS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-114302EC,Azure SignalR Service,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F6DED796,Azure Cosmos DB,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5D0846BD,Azure Stream Analytics,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-1AAF5F34,Azure Bastion,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A602207E,Azure Active Directory,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-02656BA8,Azure Key Vault,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3619F35A,Azure Analysis Services,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-AC65AC8A,Azure Cosmos DB,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1ABBD5D6,Azure Active Directory,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-37F4C7D7,Azure Logic Apps,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DDAED7FA,Azure Batch,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-204B5BBB,Azure Synapse Analytics,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-66675B38,Azure Functions,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8D53C49F,Azure ExpressRoute,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-974EBF71,Azure Event Hubs,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9EE37849,Azure ExpressRoute,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-327F5B1F,Azure Batch,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-129530ED,Azure Analysis Services,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-063C14D5,Azure Logic Apps,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8FCC0F6E,Azure API Management,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-840AA18C,Azure Firewall,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9D43833D,Azure Kubernetes Service (AKS),IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BD16B526,Azure Event Hubs,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F971D394,Azure Blob Storage,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8C3EE059,Azure Kubernetes Service (AKS),IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5884EF67,Azure Backup,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-02C15BE4,Azure SQL Database,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-54930699,Azure Purview,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-A83DD0C0,Azure Virtual Machines,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-765E0B2B,Azure Event Hubs,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-94CB48D8,Azure Cache for Redis,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-D0562CCE,Azure Front Door,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-387A6A9F,Azure Key Vault,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9F26046B,Azure Backup,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-89B6A4EF,Azure Event Hubs,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-88219527,Azure Databricks,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-8F24793C,Azure Site Recovery,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-EB952B93,Azure Cache for Redis,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E54F79C0,Azure Kubernetes Service (AKS),IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-E440301E,Azure Advisor,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9204B0EB,Azure Monitor,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-02AB463E,Azure Cache for Redis,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-7DA1DAB0,Azure Site Recovery,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F38A8AEB,Azure HDInsight,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4C64B108,Azure Firewall,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-90832247,Azure ExpressRoute,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-0D6328E3,Azure Kubernetes Service (AKS),IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C92B692C,Azure Container Instances,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D1637540,Azure Functions,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-25547DCA,Azure Spring Apps,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6993A358,Azure API Management,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-C9C92F1D,Azure HDInsight,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-80EE7F5B,Azure Purview,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-86582849,Azure Synapse Analytics,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-ECB732E5,Azure Machine Learning,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8AED6F6F,Azure Advisor,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E0442428,Azure Kubernetes Service (AKS),IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-E99040AA,Azure Machine Learning,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D0985FBC,Azure Cache for Redis,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-81344E33,Azure Bastion,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-C38FC44F,Azure API Management,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A80EE0F2,Azure Monitor,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-231740CB,Azure Synapse Analytics,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-DB2A154F,Azure SignalR Service,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CC826212,Azure Stream Analytics,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-85DD1D15,Azure DNS,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F4042839,Azure Stream Analytics,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-7D77221A,Azure DNS,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-DFC29C79,Azure Arc,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-F85782B6,Azure Active Directory,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3A6F22E5,Azure Virtual Network,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4D40C801,Azure App Service,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-27D7258D,Azure Site Recovery,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-5369EA0B,Azure Key Vault,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-C790EB66,Azure Virtual Network,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0D88196C,Azure Stream Analytics,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-CB4AA030,Azure Stream Analytics,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-3D6E953A,Azure Traffic Manager,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1A4D8B71,Azure Advisor,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-263A542D,Azure Active Directory,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-4A79024B,Azure Active Directory,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-2FFDEB3D,Azure SQL Database,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-85E66269,Azure Monitor,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-39F5BCCB,Azure Monitor,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-A16851B4,Azure DNS,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-2BCF3BF4,Azure Synapse Analytics,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-F0FF80C5,Azure Bastion,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-51A4B5F3,Azure SignalR Service,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-00DA28D7,Azure ExpressRoute,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4CFA5F58,Azure SQL Database,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-DB865390,Azure Functions,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2B4701DE,Azure App Service,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-319DBBCC,Azure Synapse Analytics,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-B2A2BE0D,Azure Batch,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-D303465C,Azure Traffic Manager,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D078BB8D,Azure Virtual Network,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-212A3C14,Azure SQL Database,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D83019AF,Azure Arc,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-412AFD7F,Azure Cache for Redis,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-5787850A,Azure Advisor,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-04D9A79D,Azure App Service,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2C732D69,Azure Spring Apps,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9BA67929,Azure Machine Learning,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-0E4EBC64,Azure Machine Learning,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0F192745,Azure Arc,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-9B6637FB,Azure Private Link,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-2BE91AC3,Azure Stream Analytics,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6676C6BA,Azure Container Instances,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-54744163,Azure Traffic Manager,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-19DA4384,Azure Front Door,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-099BB586,Azure Site Recovery,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-BAEFFB77,Azure Data Factory,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-9CFBC058,Azure Machine Learning,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9ED7A220,Azure SQL Database,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-27586C92,Azure SignalR Service,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-50DD9F09,Azure ExpressRoute,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-926328BE,Azure Advisor,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9B965E99,Azure Firewall,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A1BD1F0C,Azure Stream Analytics,IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-6D4B3D27,Azure Stream Analytics,IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D656922E,Azure Machine Learning,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-6B9D5155,Azure Kubernetes Service (AKS),IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3D3EDAE3,Azure Logic Apps,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0B71EE43,Azure Cosmos DB,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3B41EEF9,Azure Logic Apps,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-1DBE08A3,Azure API Management,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-F2826F33,Azure Site Recovery,IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-44A9808C,Azure Kubernetes Service (AKS),IL2|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-FAD0A7E6,Azure Advisor,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-12101954,Azure Service Bus,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-412895BB,Azure Key Vault,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-5E4BAB2F,Azure Data Factory,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-3C8C20E0,Azure Monitor,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3D1D5C9C,Azure App Service,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-4F3F8F7D,Azure Purview,IL2|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-C4DBFFC9,Azure Private Link,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-919EFB39,Azure SignalR Service,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-C879D33C,Azure Event Hubs,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-3BAE4C16,Azure Cache for Redis,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-51F11578,Azure Site Recovery,IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-8F1A1C36,Azure Monitor,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-34C26D00,Azure Key Vault,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-D97A7D1F,Azure Traffic Manager,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-0AA77B9E,Azure Front Door,IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-D1D1FDFE,Azure Data Factory,IL2|IL4|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-A0880A7E,Azure Active Directory,IL2|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-830C80C8,Azure Batch,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-E755E6FB,Azure Bastion,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-F8F82C29,Azure Blob Storage,IL2|IL4,Approved,Section 5.3.1,Regulatory compliance,High
EX-C8570E87,Azure Event Hubs,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-AD08005C,Azure ExpressRoute,IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-5A8BD3CB,Azure Service Bus,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-CA4BB1BA,Azure HDInsight,IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-9F80B60F,Azure Site Recovery,IL2,Approved,Section 5.3.1,Regulatory compliance,High
EX-E24E863B,Azure SQL Database,IL2|IL4|IL5,Approved,Section 5.3.1,Regulatory compliance,High
EX-79ECF432,Azure Cache for Redis,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
EX-022C3E0C,Azure Cache for Redis,IL4|IL5|IL6,Approved,Section 5.3.1,Regulatory compliance,High
