title,csoShortName,description,catalogitemNumber,commercialUnitPrice,commercialunitofissue,customerunitprice,customerunitofissue,discountpremiumfee
AZURE Azure SQL - vCore Business Critical Offer,Azure SQL - vCore Business Critical,Official AZURE Database offering for vCore Business Critical.,AZURE-1149,0.8098,DTU/Hour,0.7369,DTU/Hour,-9%
AZURE Cosmos DB - Provisioned RU/s Offer,Cosmos DB - Provisioned RU/s,Official AZURE Database offering for Provisioned RU/s.,AZURE-1150,0.013,100 RU/s/Hour,0.0113,100 RU/s/Hour,-13%
AZURE Cosmos DB - Autoscale RU/s Offer,Cosmos DB - Autoscale RU/s,Official AZURE Database offering for Autoscale RU/s.,AZURE-1151,0.0177,100 RU/s/Hour,0.0149,100 RU/s/Hour,-16%
AZURE Cosmos DB - Multi-region writes Offer,Cosmos DB - Multi-region writes,Official AZURE Database offering for Multi-region writes.,AZURE-1152,0.0126,100 RU/s/Hour,0.014,100 RU/s/Hour,11%
AZURE VPN Gateway - Basic Offer,VPN Gateway - Basic,Official AZURE Networking offering for Basic.,AZURE-1153,0.9192,Gateway/Hour,0.7354,Gateway/Hour,-20%
AZURE VPN Gateway - VpnGw1 Offer,VPN Gateway - VpnGw1,Official AZURE Networking offering for VpnGw1.,AZURE-1154,2.4101,Gateway/Hour,1.9281,Gateway/Hour,-20%
AZURE VPN Gateway - VpnGw2 Offer,VPN Gateway - VpnGw2,Official AZURE Networking offering for VpnGw2.,AZURE-1155,3.0057,Gateway/Hour,2.3745,Gateway/Hour,-21%
AZURE VPN Gateway - VpnGw3 Offer,VPN Gateway - VpnGw3,Official AZURE Networking offering for VpnGw3.,AZURE-1156,2.2741,Gateway/Hour,1.8875,Gateway/Hour,-17%
AZURE VPN Gateway - VpnGw4 Offer,VPN Gateway - VpnGw4,Official AZURE Networking offering for VpnGw4.,AZURE-1157,2.5012,Gateway/Hour,2.3511,Gateway/Hour,-6%
AZURE VPN Gateway - VpnGw5 Offer,VPN Gateway - VpnGw5,Official AZURE Networking offering for VpnGw5.,AZURE-1158,0.3164,Gateway/Hour,0.2405,Gateway/Hour,-24%
AZURE Azure OpenAI - GPT-3.5-Turbo Offer,Azure OpenAI - GPT-3.5-Turbo,Official AZURE AI/ML offering for GPT-3.5-Turbo.,AZURE-1159,0.0055,1k Tokens,0.0058,1k Tokens,5%
AZURE Azure OpenAI - GPT-4 Offer,Azure OpenAI - GPT-4,Official AZURE AI/ML offering for GPT-4.,AZURE-1160,0.0278,1k Tokens,0.0303,1k Tokens,9%
AZURE Azure OpenAI - GPT-4-32k Offer,Azure OpenAI - GPT-4-32k,Official AZURE AI/ML offering for GPT-4-32k.,AZURE-1161,0.0368,1k Tokens,0.0353,1k Tokens,-4%
AZURE Azure OpenAI - DALL-E 3 Offer,Azure OpenAI - DALL-E 3,Official AZURE AI/ML offering for DALL-E 3.,AZURE-1162,0.0448,1k Tokens,0.0358,1k Tokens,-20%
AZURE Azure OpenAI - Whisper Offer,Azure OpenAI - Whisper,Official AZURE AI/ML offering for Whisper.,AZURE-1163,0.0262,1k Tokens,0.0291,1k Tokens,11%
AZURE App Service - F1 Free Offer,App Service - F1 Free,Official AZURE App Hosting offering for F1 Free.,AZURE-1164,0.0949,Instance/Hour,0.0883,Instance/Hour,-7%
AZURE App Service - B1 Basic Offer,App Service - B1 Basic,Official AZURE App Hosting offering for B1 Basic.,AZURE-1165,0.0729,Instance/Hour,0.059,Instance/Hour,-19%
AZURE App Service - S1 Standard Offer,App Service - S1 Standard,Official AZURE App Hosting offering for S1 Standard.,AZURE-1166,0.1151,Instance/Hour,0.0898,Instance/Hour,-22%
