csOParentService,csoShortName,catalogitemNumber,csp,category,impactlevel,newService
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00247,oracle,,IL6,TRUE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00248,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00249,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00250,oracle,,IL5|IL6,TRUE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00251,oracle,,IL2|IL5|IL6,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00252,oracle,,IL5|IL6,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00253,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00254,oracle,,IL2|IL4|IL6,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00255,oracle,,IL4,TRUE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00256,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00257,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00258,oracle,,IL2|IL4|IL6,TRUE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00259,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00260,oracle,,IL6,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00261,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00262,oracle,,IL2|IL4|IL5,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00263,oracle,,IL2|IL5,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00264,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00265,oracle,,IL4,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00266,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure API Gateway,API Gateway,ITEM-ORCL-00267,oracle,,IL2|IL5,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00268,oracle,,IL4|IL5,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00269,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00270,oracle,,IL2|IL5|IL6,TRUE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00271,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00272,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00273,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00274,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00275,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00276,oracle,,IL2,FALSE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00277,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00278,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00279,oracle,,IL2|IL5|IL6,TRUE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00280,oracle,,IL6,FALSE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00281,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00282,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00283,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00284,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00285,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00286,oracle,,IL2|IL5|IL6,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00287,oracle,,IL4,TRUE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00288,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00289,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00290,oracle,,IL2|IL4,FALSE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00291,oracle,,IL2,FALSE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00292,oracle,,IL2|IL4,FALSE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00293,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00294,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00295,oracle,,IL4|IL5|IL6,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00296,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00297,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00298,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00299,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00300,oracle,,IL6,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00301,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00302,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00303,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00304,oracle,,IL5|IL6,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00305,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00306,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00307,oracle,,IL4|IL5,FALSE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00308,oracle,,IL2|IL4|IL6,TRUE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00309,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00310,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00311,oracle,,IL4,FALSE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00312,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00313,oracle,,IL4|IL6,TRUE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00314,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00315,oracle,,IL5,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00316,oracle,,IL2|IL4,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00317,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00318,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00319,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00320,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00321,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00322,oracle,,IL2|IL5,TRUE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00323,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00324,oracle,,IL4,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00325,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00326,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00327,oracle,,IL4,TRUE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00328,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00329,oracle,,IL5,FALSE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00330,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00331,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00332,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00333,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00334,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00335,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00336,oracle,,IL4,FALSE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00337,oracle,,IL5|IL6,FALSE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00338,oracle,,IL2|IL4,FALSE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00339,oracle,,IL2|IL4|IL6,TRUE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00340,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00341,oracle,,IL4|IL6,TRUE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00342,oracle,,IL4,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00343,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00344,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00345,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00346,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00347,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00348,oracle,,IL2|IL4,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00349,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00350,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00351,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00352,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00353,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00354,oracle,,IL2,FALSE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00355,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00356,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00357,oracle,,IL2,FALSE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00358,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00359,oracle,,IL2|IL4|IL6,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00360,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00361,oracle,,IL5|IL6,TRUE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00362,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00363,oracle,,IL5|IL6,FALSE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00364,oracle,,IL6,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00365,oracle,,IL2|IL4,FALSE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00366,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00367,oracle,,IL5,TRUE
Oracle Cloud Infrastructure API Gateway,API Gateway,ITEM-ORCL-00368,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00369,oracle,,IL2|IL5|IL6,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00370,oracle,,IL4,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00371,oracle,,IL4|IL6,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00372,oracle,,IL4,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00373,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00374,oracle,,IL2|IL4|IL6,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00375,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00376,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00377,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00378,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00379,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00380,oracle,,IL5|IL6,TRUE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00381,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00382,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00383,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00384,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00385,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00386,oracle,,IL4,TRUE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00387,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00388,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00389,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00390,oracle,,IL2|IL4,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00391,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00392,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00393,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00394,oracle,,IL2|IL5,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00395,oracle,,IL5,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00396,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00397,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00398,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00399,oracle,,IL5,FALSE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00400,oracle,,IL2|IL5,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00401,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00402,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00403,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00404,oracle,,IL2,FALSE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00405,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00406,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00407,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00408,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00409,oracle,,IL2|IL5,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00410,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00411,oracle,,IL2|IL5|IL6,TRUE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00412,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00413,oracle,,IL2|IL5,TRUE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00414,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00415,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00416,oracle,,IL5,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00417,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00418,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00419,oracle,,IL2|IL5|IL6,TRUE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00420,oracle,,IL4|IL5,FALSE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00421,oracle,,IL2,FALSE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00422,oracle,,IL6,FALSE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00423,oracle,,IL2|IL4|IL5,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00424,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00425,oracle,,IL2,TRUE
Oracle Cloud Infrastructure API Gateway,API Gateway,ITEM-ORCL-00426,oracle,,IL2|IL5,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00427,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00428,oracle,,IL4|IL6,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00429,oracle,,IL5,FALSE
Oracle Cloud Infrastructure Object Storage,Object Storage,ITEM-ORCL-00430,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00431,oracle,,IL5|IL6,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00432,oracle,,IL4,TRUE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00433,oracle,,IL2|IL4,FALSE
Oracle Cloud Infrastructure Logging,Logging,ITEM-ORCL-00434,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00435,oracle,,IL2,FALSE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00436,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00437,oracle,,IL2|IL6,FALSE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00438,oracle,,IL5|IL6,FALSE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00439,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00440,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00441,oracle,,IL2|IL4|IL5,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00442,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00443,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00444,oracle,,IL4|IL6,FALSE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00445,oracle,,IL4|IL5,FALSE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00446,oracle,,IL2|IL5|IL6,FALSE
Oracle Cloud Infrastructure API Gateway,API Gateway,ITEM-ORCL-00447,oracle,,IL6,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00448,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Streaming,Streaming,ITEM-ORCL-00449,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00450,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00451,oracle,,IL2|IL4,FALSE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00452,oracle,,IL2|IL6,TRUE
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,ITEM-ORCL-00453,oracle,,IL4|IL6,TRUE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00454,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00455,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00456,oracle,,IL2|IL5|IL6,TRUE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00457,oracle,,IL4,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00458,oracle,,IL4|IL5,FALSE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00459,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00460,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00461,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00462,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Web Application Firewall,WAF,ITEM-ORCL-00463,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00464,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure Key Management,KMS,ITEM-ORCL-00465,oracle,,IL4|IL5|IL6,FALSE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00466,oracle,,IL4|IL5,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00467,oracle,,IL4|IL5,FALSE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00468,oracle,,IL4|IL5,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00469,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Data Flow,Data Flow,ITEM-ORCL-00470,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00471,oracle,,IL2|IL4,FALSE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00472,oracle,,IL2|IL5,FALSE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00473,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00474,oracle,,IL6,TRUE
Oracle Cloud Infrastructure Compute,Compute,ITEM-ORCL-00475,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00476,oracle,,IL4|IL5|IL6,TRUE
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,ITEM-ORCL-00477,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00478,oracle,,IL4,FALSE
Oracle Cloud Infrastructure Block Volumes,Block Volume,ITEM-ORCL-00479,oracle,,IL5,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00480,oracle,,IL5,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00481,oracle,,IL2,TRUE
Oracle Autonomous Database,Autonomous Database,ITEM-ORCL-00482,oracle,,IL2|IL4,TRUE
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,ITEM-ORCL-00483,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00484,oracle,,IL5|IL6,FALSE
Oracle Cloud Infrastructure Identity and Access Management,IAM,ITEM-ORCL-00485,oracle,,IL2|IL4|IL6,FALSE
Oracle Cloud Infrastructure Monitoring,Monitoring,ITEM-ORCL-00486,oracle,,IL2|IL4|IL5,TRUE
Oracle Cloud Infrastructure Data Safe,Data Safe,ITEM-ORCL-00487,oracle,,IL5,TRUE
Oracle Cloud Infrastructure Load Balancing,Load Balancer,ITEM-ORCL-00488,oracle,,IL4|IL5,FALSE
Oracle Cloud Infrastructure Functions,Functions,ITEM-ORCL-00489,oracle,,IL2|IL4|IL5,FALSE
Oracle Cloud Infrastructure FastConnect,FastConnect,ITEM-ORCL-00490,oracle,,IL2,TRUE
Oracle Cloud Infrastructure Big Data Service,Big Data Service,ITEM-ORCL-00491,oracle,,IL2|IL5|IL6,TRUE
