"title","csoShortName","description","catalogitemNumber","commercialUnitPrice","commercialunitofissue","customerunitprice","customerunitofissue","discountpremiumfee"
"AZURE WAF Policy (54)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00217","4.041","Month","3.031","Month","25%"
"GCP WAF Policy (54)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00218","12.365","Month","9.274","Month","25%"
"ORACLE WAF Policy (54)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00219","0.803","Month","0.602","Month","25%"
"AWS Object Bucket (55)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00220","4.491","Month","3.368","Month","25%"
"AZURE Object Bucket (55)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00221","19.086","Month","14.314","Month","25%"
"GCP Object Bucket (55)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00222","12.94","Month","9.705","Month","25%"
"ORACLE Object Bucket (55)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00223","2.503","Month","1.877","Month","25%"
"AWS Object Bucket (56)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00224","4.264","Month","3.198","Month","25%"
"AZURE Object Bucket (56)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00225","0.71","Month","0.532","Month","25%"
"GCP Object Bucket (56)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00226","2.667","Month","2","Month","25%"
"ORACLE Object Bucket (56)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00227","3.459","Month","2.594","Month","25%"
"AWS Object Bucket (57)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00228","11.136","Month","8.352","Month","25%"
"AZURE Object Bucket (57)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00229","4.861","Month","3.646","Month","25%"
"GCP Object Bucket (57)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00230","3.992","Month","2.994","Month","25%"
"ORACLE Object Bucket (57)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00231","3.456","Month","2.592","Month","25%"
"AWS IAM User (58)","IAM User","Standard enterprise mapping for IAM User","ITEM-00232","10.867","Month","8.15","Month","25%"
"AZURE IAM User (58)","IAM User","Standard enterprise mapping for IAM User","ITEM-00233","9.057","Month","6.793","Month","25%"
"GCP IAM User (58)","IAM User","Standard enterprise mapping for IAM User","ITEM-00234","1.486","Month","1.114","Month","25%"
"ORACLE IAM User (58)","IAM User","Standard enterprise mapping for IAM User","ITEM-00235","16.918","Month","12.688","Month","25%"
"AWS Virtual Machine (59)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00236","0.659","Month","0.494","Month","25%"
"AZURE Virtual Machine (59)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00237","11.909","Month","8.932","Month","25%"
"GCP Virtual Machine (59)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00238","4.489","Month","3.367","Month","25%"
"ORACLE Virtual Machine (59)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00239","16.474","Month","12.356","Month","25%"
"AWS Virtual Machine (60)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00240","12.16","Month","9.12","Month","25%"
"AZURE Virtual Machine (60)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00241","13.176","Month","9.882","Month","25%"
"GCP Virtual Machine (60)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00242","2.03","Month","1.522","Month","25%"
"ORACLE Virtual Machine (60)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00243","13.84","Month","10.38","Month","25%"
"AWS IAM User (61)","IAM User","Standard enterprise mapping for IAM User","ITEM-00244","17.718","Month","13.288","Month","25%"
"AZURE IAM User (61)","IAM User","Standard enterprise mapping for IAM User","ITEM-00245","2.94","Month","2.205","Month","25%"
"GCP IAM User (61)","IAM User","Standard enterprise mapping for IAM User","ITEM-00246","6.373","Month","4.78","Month","25%"
"ORACLE IAM User (61)","IAM User","Standard enterprise mapping for IAM User","ITEM-00247","13.876","Month","10.407","Month","25%"
"AWS ML Endpoint (62)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00248","8.045","Month","6.034","Month","25%"
"AZURE ML Endpoint (62)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00249","1.615","Month","1.211","Month","25%"
"GCP ML Endpoint (62)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00250","0.558","Month","0.419","Month","25%"
"ORACLE ML Endpoint (62)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00251","5.054","Month","3.79","Month","25%"
"AWS Virtual Machine (63)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00252","1.681","Month","1.261","Month","25%"
"AZURE Virtual Machine (63)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00253","8.261","Month","6.196","Month","25%"
"GCP Virtual Machine (63)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00254","14.2","Month","10.65","Month","25%"
"ORACLE Virtual Machine (63)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00255","15.073","Month","11.305","Month","25%"
"AWS Load Balancer (64)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00256","8.391","Month","6.293","Month","25%"
"AZURE Load Balancer (64)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00257","18.432","Month","13.824","Month","25%"
"GCP Load Balancer (64)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00258","12.246","Month","9.184","Month","25%"
"ORACLE Load Balancer (64)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00259","14.168","Month","10.626","Month","25%"
"AWS CDN Distribution (65)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00260","3.514","Month","2.636","Month","25%"
"AZURE CDN Distribution (65)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00261","13.039","Month","9.779","Month","25%"
"GCP CDN Distribution (65)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00262","2.423","Month","1.817","Month","25%"
"ORACLE CDN Distribution (65)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00263","11.024","Month","8.268","Month","25%"
"AWS Analysis Service (66)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00264","9.152","Month","6.864","Month","25%"
"AZURE Analysis Service (66)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00265","17.835","Month","13.376","Month","25%"
"GCP Analysis Service (66)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00266","5.601","Month","4.201","Month","25%"
"ORACLE Analysis Service (66)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00267","7.146","Month","5.36","Month","25%"
"AWS IAM User (67)","IAM User","Standard enterprise mapping for IAM User","ITEM-00268","4.027","Month","3.02","Month","25%"
"AZURE IAM User (67)","IAM User","Standard enterprise mapping for IAM User","ITEM-00269","14.964","Month","11.223","Month","25%"
"GCP IAM User (67)","IAM User","Standard enterprise mapping for IAM User","ITEM-00270","3.987","Month","2.99","Month","25%"
"ORACLE IAM User (67)","IAM User","Standard enterprise mapping for IAM User","ITEM-00271","10.384","Month","7.788","Month","25%"
"AWS CDN Distribution (68)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00272","9.752","Month","7.314","Month","25%"
"AZURE CDN Distribution (68)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00273","14.669","Month","11.002","Month","25%"
"GCP CDN Distribution (68)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00274","15.09","Month","11.317","Month","25%"
"ORACLE CDN Distribution (68)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00275","16.803","Month","12.602","Month","25%"
"AWS WAF Policy (69)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00276","12.367","Month","9.275","Month","25%"
"AZURE WAF Policy (69)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00277","15.397","Month","11.548","Month","25%"
"GCP WAF Policy (69)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00278","0.888","Month","0.666","Month","25%"
"ORACLE WAF Policy (69)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00279","3.592","Month","2.694","Month","25%"
"AWS VPC Network (70)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00280","8.604","Month","6.453","Month","25%"
"AZURE VPC Network (70)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00281","5.689","Month","4.267","Month","25%"
"GCP VPC Network (70)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00282","1.581","Month","1.186","Month","25%"
"ORACLE VPC Network (70)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00283","9.465","Month","7.099","Month","25%"
"AWS ML Endpoint (71)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00284","13.142","Month","9.856","Month","25%"
"AZURE ML Endpoint (71)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00285","11.061","Month","8.296","Month","25%"
"GCP ML Endpoint (71)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00286","17.15","Month","12.862","Month","25%"
"ORACLE ML Endpoint (71)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00287","3.262","Month","2.446","Month","25%"
"AWS ML Endpoint (72)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00288","14.435","Month","10.826","Month","25%"
"AZURE ML Endpoint (72)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00289","2.494","Month","1.871","Month","25%"
"GCP ML Endpoint (72)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00290","9.965","Month","7.474","Month","25%"
"ORACLE ML Endpoint (72)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00291","19.404","Month","14.553","Month","25%"
"AWS Load Balancer (73)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00292","12.781","Month","9.586","Month","25%"
"AZURE Load Balancer (73)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00293","4.085","Month","3.064","Month","25%"
"GCP Load Balancer (73)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00294","10.292","Month","7.719","Month","25%"
"ORACLE Load Balancer (73)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00295","3.445","Month","2.584","Month","25%"
"AWS Transcription API (74)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00296","19.267","Month","14.45","Month","25%"
"AZURE Transcription API (74)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00297","8.618","Month","6.464","Month","25%"
"GCP Transcription API (74)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00298","16.271","Month","12.203","Month","25%"
"ORACLE Transcription API (74)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00299","10.883","Month","8.162","Month","25%"
"AWS Managed SQL (75)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00300","2.296","Month","1.722","Month","25%"
"AZURE Managed SQL (75)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00301","0.827","Month","0.62","Month","25%"
"GCP Managed SQL (75)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00302","15.357","Month","11.518","Month","25%"
"ORACLE Managed SQL (75)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00303","4.845","Month","3.634","Month","25%"
"AWS WAF Policy (76)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00304","2.082","Month","1.562","Month","25%"
"AZURE WAF Policy (76)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00305","11.584","Month","8.688","Month","25%"
"GCP WAF Policy (76)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00306","14.926","Month","11.194","Month","25%"
"ORACLE WAF Policy (76)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00307","16.786","Month","12.59","Month","25%"
"AWS CDN Distribution (77)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00308","15.785","Month","11.839","Month","25%"
"AZURE CDN Distribution (77)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00309","8.781","Month","6.586","Month","25%"
"GCP CDN Distribution (77)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00310","5.329","Month","3.997","Month","25%"
"ORACLE CDN Distribution (77)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00311","16.216","Month","12.162","Month","25%"
"AWS Load Balancer (78)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00312","14.903","Month","11.177","Month","25%"
"AZURE Load Balancer (78)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00313","8.324","Month","6.243","Month","25%"
"GCP Load Balancer (78)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00314","9.909","Month","7.432","Month","25%"
"ORACLE Load Balancer (78)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00315","16.36","Month","12.27","Month","25%"
"AWS CDN Distribution (79)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00316","13.261","Month","9.946","Month","25%"
"AZURE CDN Distribution (79)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00317","1.745","Month","1.309","Month","25%"
"GCP CDN Distribution (79)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00318","8.668","Month","6.501","Month","25%"
"ORACLE CDN Distribution (79)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00319","1.695","Month","1.271","Month","25%"
"AWS KMS Key (80)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00320","3.08","Month","2.31","Month","25%"
"AZURE KMS Key (80)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00321","17.111","Month","12.833","Month","25%"
"GCP KMS Key (80)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00322","9.575","Month","7.181","Month","25%"
"ORACLE KMS Key (80)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00323","4.349","Month","3.262","Month","25%"
"AWS CDN Distribution (81)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00324","18.895","Month","14.171","Month","25%"
"AZURE CDN Distribution (81)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00325","19.755","Month","14.816","Month","25%"
"GCP CDN Distribution (81)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00326","19.129","Month","14.347","Month","25%"
"ORACLE CDN Distribution (81)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00327","3.049","Month","2.287","Month","25%"
"AWS ML Endpoint (82)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00328","2.949","Month","2.212","Month","25%"
"AZURE ML Endpoint (82)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00329","16.422","Month","12.317","Month","25%"
"GCP ML Endpoint (82)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00330","9.029","Month","6.772","Month","25%"
"ORACLE ML Endpoint (82)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00331","15.181","Month","11.386","Month","25%"
"AWS IAM User (83)","IAM User","Standard enterprise mapping for IAM User","ITEM-00332","14.326","Month","10.744","Month","25%"
"AZURE IAM User (83)","IAM User","Standard enterprise mapping for IAM User","ITEM-00333","15.667","Month","11.75","Month","25%"
"GCP IAM User (83)","IAM User","Standard enterprise mapping for IAM User","ITEM-00334","16.388","Month","12.291","Month","25%"
"ORACLE IAM User (83)","IAM User","Standard enterprise mapping for IAM User","ITEM-00335","10.999","Month","8.249","Month","25%"
"AWS Load Balancer (84)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00336","5.404","Month","4.053","Month","25%"
"AZURE Load Balancer (84)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00337","9.969","Month","7.477","Month","25%"
"GCP Load Balancer (84)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00338","1.274","Month","0.956","Month","25%"
"ORACLE Load Balancer (84)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00339","0.782","Month","0.586","Month","25%"
"AWS Load Balancer (85)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00340","7.14","Month","5.355","Month","25%"
"AZURE Load Balancer (85)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00341","19.701","Month","14.776","Month","25%"
"GCP Load Balancer (85)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00342","9.602","Month","7.202","Month","25%"
"ORACLE Load Balancer (85)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00343","14.928","Month","11.196","Month","25%"
"AWS KMS Key (86)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00344","3.537","Month","2.653","Month","25%"
"AZURE KMS Key (86)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00345","0.512","Month","0.384","Month","25%"
"GCP KMS Key (86)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00346","2.617","Month","1.963","Month","25%"
"ORACLE KMS Key (86)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00347","11.433","Month","8.575","Month","25%"
"AWS ML Endpoint (87)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00348","5.393","Month","4.045","Month","25%"
"AZURE ML Endpoint (87)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00349","7.216","Month","5.412","Month","25%"
"GCP ML Endpoint (87)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00350","10.501","Month","7.876","Month","25%"
"ORACLE ML Endpoint (87)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00351","2.337","Month","1.753","Month","25%"
"AWS KMS Key (88)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00352","8.448","Month","6.336","Month","25%"
"AZURE KMS Key (88)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00353","17.936","Month","13.452","Month","25%"
"GCP KMS Key (88)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00354","2.43","Month","1.823","Month","25%"
"ORACLE KMS Key (88)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00355","12.939","Month","9.704","Month","25%"
"AWS IAM User (89)","IAM User","Standard enterprise mapping for IAM User","ITEM-00356","14.916","Month","11.187","Month","25%"
"AZURE IAM User (89)","IAM User","Standard enterprise mapping for IAM User","ITEM-00357","17.362","Month","13.022","Month","25%"
"GCP IAM User (89)","IAM User","Standard enterprise mapping for IAM User","ITEM-00358","4.977","Month","3.733","Month","25%"
"ORACLE IAM User (89)","IAM User","Standard enterprise mapping for IAM User","ITEM-00359","1.414","Month","1.06","Month","25%"
"AWS IAM User (90)","IAM User","Standard enterprise mapping for IAM User","ITEM-00360","2.935","Month","2.201","Month","25%"
"AZURE IAM User (90)","IAM User","Standard enterprise mapping for IAM User","ITEM-00361","15.766","Month","11.824","Month","25%"
"GCP IAM User (90)","IAM User","Standard enterprise mapping for IAM User","ITEM-00362","0.833","Month","0.625","Month","25%"
"ORACLE IAM User (90)","IAM User","Standard enterprise mapping for IAM User","ITEM-00363","8.107","Month","6.08","Month","25%"
"AWS ML Endpoint (91)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00364","15.927","Month","11.945","Month","25%"
"AZURE ML Endpoint (91)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00365","17.536","Month","13.152","Month","25%"
"GCP ML Endpoint (91)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00366","17.159","Month","12.869","Month","25%"
"ORACLE ML Endpoint (91)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00367","9.75","Month","7.312","Month","25%"
"AWS WAF Policy (92)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00368","7.282","Month","5.462","Month","25%"
"AZURE WAF Policy (92)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00369","8.312","Month","6.234","Month","25%"
"GCP WAF Policy (92)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00370","16.227","Month","12.17","Month","25%"
"ORACLE WAF Policy (92)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00371","3.892","Month","2.919","Month","25%"
"AWS ML Endpoint (93)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00372","18.161","Month","13.621","Month","25%"
"AZURE ML Endpoint (93)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00373","3.102","Month","2.326","Month","25%"
"GCP ML Endpoint (93)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00374","14.212","Month","10.659","Month","25%"
"ORACLE ML Endpoint (93)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00375","14.31","Month","10.732","Month","25%"
"AWS WAF Policy (94)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00376","6.16","Month","4.62","Month","25%"
"AZURE WAF Policy (94)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00377","7.438","Month","5.578","Month","25%"
"GCP WAF Policy (94)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00378","19.855","Month","14.891","Month","25%"
"ORACLE WAF Policy (94)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00379","8.242","Month","6.182","Month","25%"
"AWS IAM User (95)","IAM User","Standard enterprise mapping for IAM User","ITEM-00380","11.714","Month","8.786","Month","25%"
"AZURE IAM User (95)","IAM User","Standard enterprise mapping for IAM User","ITEM-00381","16.494","Month","12.37","Month","25%"
"GCP IAM User (95)","IAM User","Standard enterprise mapping for IAM User","ITEM-00382","0.972","Month","0.729","Month","25%"
"ORACLE IAM User (95)","IAM User","Standard enterprise mapping for IAM User","ITEM-00383","18.8","Month","14.1","Month","25%"
"AWS ML Endpoint (96)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00384","13.905","Month","10.429","Month","25%"
"AZURE ML Endpoint (96)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00385","16.909","Month","12.682","Month","25%"
"GCP ML Endpoint (96)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00386","8.543","Month","6.407","Month","25%"
"ORACLE ML Endpoint (96)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00387","2.483","Month","1.862","Month","25%"
"AWS ML Endpoint (97)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00388","19.675","Month","14.756","Month","25%"
"AZURE ML Endpoint (97)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00389","8.795","Month","6.596","Month","25%"
"GCP ML Endpoint (97)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00390","16.928","Month","12.696","Month","25%"
"ORACLE ML Endpoint (97)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00391","2.677","Month","2.008","Month","25%"
"AWS KMS Key (98)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00392","13.541","Month","10.156","Month","25%"
"AZURE KMS Key (98)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00393","15.864","Month","11.898","Month","25%"
"GCP KMS Key (98)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00394","5.99","Month","4.492","Month","25%"
"ORACLE KMS Key (98)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00395","3.462","Month","2.597","Month","25%"
"AWS Object Bucket (99)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00396","17.921","Month","13.441","Month","25%"
"AZURE Object Bucket (99)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00397","9.789","Month","7.342","Month","25%"
"GCP Object Bucket (99)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00398","3.301","Month","2.476","Month","25%"
"ORACLE Object Bucket (99)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00399","9.654","Month","7.24","Month","25%"
"AWS Object Bucket (100)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00400","1.552","Month","1.164","Month","25%"
"AZURE Object Bucket (100)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00401","9.747","Month","7.31","Month","25%"
"GCP Object Bucket (100)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00402","10.04","Month","7.53","Month","25%"
"ORACLE Object Bucket (100)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00403","15.805","Month","11.854","Month","25%"
"AWS IAM User (101)","IAM User","Standard enterprise mapping for IAM User","ITEM-00404","4.217","Month","3.163","Month","25%"
"AZURE IAM User (101)","IAM User","Standard enterprise mapping for IAM User","ITEM-00405","17.15","Month","12.862","Month","25%"
"GCP IAM User (101)","IAM User","Standard enterprise mapping for IAM User","ITEM-00406","7.584","Month","5.688","Month","25%"
"ORACLE IAM User (101)","IAM User","Standard enterprise mapping for IAM User","ITEM-00407","16.511","Month","12.383","Month","25%"
"AWS Transcription API (102)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00408","11.117","Month","8.338","Month","25%"
"AZURE Transcription API (102)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00409","7.5","Month","5.625","Month","25%"
"GCP Transcription API (102)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00410","11.265","Month","8.449","Month","25%"
"ORACLE Transcription API (102)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00411","16.248","Month","12.186","Month","25%"
"AWS Virtual Machine (103)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00412","17.04","Month","12.78","Month","25%"
"AZURE Virtual Machine (103)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00413","4.942","Month","3.706","Month","25%"
"GCP Virtual Machine (103)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00414","4.809","Month","3.607","Month","25%"
"ORACLE Virtual Machine (103)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00415","14.794","Month","11.096","Month","25%"
"AWS WAF Policy (104)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00416","12.253","Month","9.19","Month","25%"
"AZURE WAF Policy (104)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00417","14.498","Month","10.874","Month","25%"
"GCP WAF Policy (104)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00418","19.963","Month","14.972","Month","25%"
"ORACLE WAF Policy (104)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00419","9.621","Month","7.216","Month","25%"
"AWS CDN Distribution (105)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00420","7.886","Month","5.914","Month","25%"
"AZURE CDN Distribution (105)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00421","9.208","Month","6.906","Month","25%"
"GCP CDN Distribution (105)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00422","18.613","Month","13.96","Month","25%"
"ORACLE CDN Distribution (105)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00423","16.764","Month","12.573","Month","25%"
"AWS Object Bucket (106)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00424","2.173","Month","1.63","Month","25%"
"AZURE Object Bucket (106)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00425","10.583","Month","7.937","Month","25%"
"GCP Object Bucket (106)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00426","9.436","Month","7.077","Month","25%"
"ORACLE Object Bucket (106)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00427","18.274","Month","13.706","Month","25%"
"AWS Object Bucket (107)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00428","10.017","Month","7.513","Month","25%"
